date,store_name,product_name,size,sku,price,units_sold,units_restocked,estimated_revenue,stock_remaining_today,product_url
2026-09-04,Cava Athleisure,Pink Studio Gym Bag,One size,WAC10923PNFREE,1699.0,1,0,1699.0,468,https://cavaathleisure.com/products/pink-studio-gym-bag
2026-09-04,Cava Athleisure,Ivory Studio Gym Bag,One size,WAC10923WHFREE,1699.0,4,0,6796.0,442,https://cavaathleisure.com/products/ivory-studio-gym-bag
2026-09-04,Cava Athleisure,Black Studio Gym Bag,One size,WAC10923BKFREE,1699.0,4,0,6796.0,467,https://cavaathleisure.com/products/black-studio-gym-bag
2026-09-04,Cava Athleisure,Blue Studio Gym Bag,One size,WAC10923BLFREE,1699.0,1,0,1699.0,469,https://cavaathleisure.com/products/blue-studio-gym-bag
2026-09-04,Cava Athleisure,Black Polka Ruched Capri,XXL,WLG13417BKXXL,1899.0,1,0,1899.0,0,https://cavaathleisure.com/products/black-polka-ruched-capri
2026-09-04,Cava Athleisure,Ivory Lace Off-Shoulder Top,XS,WTP16517WHXS,1799.0,7,0,12593.0,1,https://cavaathleisure.com/products/ivory-lace-off-shoulder-top
2026-09-04,Cava Athleisure,Ivory Lace Off-Shoulder Top,S,WTP16517WHS,1799.0,12,0,21588.0,23,https://cavaathleisure.com/products/ivory-lace-off-shoulder-top
2026-09-04,Cava Athleisure,Ivory Lace Off-Shoulder Top,M,WTP16517WHM,1799.0,0,17,0.0,17,https://cavaathleisure.com/products/ivory-lace-off-shoulder-top
2026-09-04,Cava Athleisure,Ivory Lace Off-Shoulder Top,L,WTP16517WHL,1799.0,1,0,1799.0,29,https://cavaathleisure.com/products/ivory-lace-off-shoulder-top
2026-09-04,Cava Athleisure,Ivory Lace Off-Shoulder Top,XL,WTP16517WHXL,1799.0,0,4,0.0,22,https://cavaathleisure.com/products/ivory-lace-off-shoulder-top
2026-09-04,Cava Athleisure,Berry Ruched Capri,L,WLG13417RDL,1899.0,0,3,0.0,3,https://cavaathleisure.com/products/berry-ruched-capri
2026-09-04,Cava Athleisure,Berry Ruched Capri,XL,WLG13417RDXL,1899.0,1,0,1899.0,5,https://cavaathleisure.com/products/berry-ruched-capri
2026-09-04,Cava Athleisure,Blush Lace Off-Shoulder Top,XS,WTP16517PNXS,1799.0,2,0,3598.0,13,https://cavaathleisure.com/products/blush-lace-off-shoulder-top
2026-09-04,Cava Athleisure,Blush Lace Off-Shoulder Top,S,WTP16517PNS,1799.0,6,0,10794.0,47,https://cavaathleisure.com/products/blush-lace-off-shoulder-top
2026-09-04,Cava Athleisure,Blush Lace Off-Shoulder Top,L,WTP16517PNL,1799.0,1,0,1799.0,29,https://cavaathleisure.com/products/blush-lace-off-shoulder-top
2026-09-04,Cava Athleisure,Blush Lace Off-Shoulder Top,XL,WTP16517PNXL,1799.0,0,3,0.0,17,https://cavaathleisure.com/products/blush-lace-off-shoulder-top
2026-09-04,Cava Athleisure,Blue  Lace Off-Shoulder Top,XS,WTP16517BLXS,1799.0,2,0,3598.0,15,https://cavaathleisure.com/products/blue-lace-off-shoulder-top
2026-09-04,Cava Athleisure,Blue  Lace Off-Shoulder Top,M,WTP16517BLM,1799.0,1,0,1799.0,67,https://cavaathleisure.com/products/blue-lace-off-shoulder-top
2026-09-04,Cava Athleisure,Blue  Lace Off-Shoulder Top,L,WTP16517BLL,1799.0,2,0,3598.0,27,https://cavaathleisure.com/products/blue-lace-off-shoulder-top
2026-09-04,Cava Athleisure,Blue  Lace Off-Shoulder Top,XL,WTP16517BLXL,1799.0,1,0,1799.0,15,https://cavaathleisure.com/products/blue-lace-off-shoulder-top
2026-09-04,Cava Athleisure,Berry Lace Off-Shoulder Top,XS,WTP16517RDXS,1799.0,1,0,1799.0,19,https://cavaathleisure.com/products/berry-lace-off-shoulder-top
2026-09-04,Cava Athleisure,Berry Lace Off-Shoulder Top,S,WTP16517RDS,1799.0,1,0,1799.0,60,https://cavaathleisure.com/products/berry-lace-off-shoulder-top
2026-09-04,Cava Athleisure,Berry Lace Off-Shoulder Top,M,WTP16517RDM,1799.0,1,0,1799.0,67,https://cavaathleisure.com/products/berry-lace-off-shoulder-top
2026-09-04,Cava Athleisure,Berry Lace Off-Shoulder Top,L,WTP16517RDL,1799.0,1,0,1799.0,43,https://cavaathleisure.com/products/berry-lace-off-shoulder-top
2026-09-04,Cava Athleisure,Berry Lace Off-Shoulder Top,XXL,WTP16517RDXXL,1799.0,1,0,1799.0,18,https://cavaathleisure.com/products/berry-lace-off-shoulder-top
2026-09-04,Cava Athleisure,Black Polka Lace Off-Shoulder Top,XS,WTP16517BKXS,1899.0,4,0,7596.0,8,https://cavaathleisure.com/products/black-polka-lace-off-shoulder-top
2026-09-04,Cava Athleisure,Black Polka Lace Off-Shoulder Top,S,WTP16517BKS,1899.0,8,0,15192.0,47,https://cavaathleisure.com/products/black-polka-lace-off-shoulder-top
