date,store_name,product_name,size,sku,price,units_sold,units_restocked,estimated_revenue,stock_remaining_today,product_url
2026-08-26,Cava Athleisure,Light Grey Trailscape Tracks,30,MJR5410GYS,2049.0,1,0,2049.0,6,https://cavaathleisure.com/products/light-grey-trailscape-tracks
2026-08-26,Cava Athleisure,Light Grey Trailscape Tracks,34,MJR5410GYL,2049.0,1,0,2049.0,36,https://cavaathleisure.com/products/light-grey-trailscape-tracks
2026-08-26,Cava Athleisure,Light Grey Trailscape Tracks,38,MJR5410GYXXL,2049.0,1,0,2049.0,48,https://cavaathleisure.com/products/light-grey-trailscape-tracks
2026-08-26,Cava Athleisure,Brown Trailscape Tracks,30,MJR5410BNS,2049.0,1,0,2049.0,0,https://cavaathleisure.com/products/brown-trailscape-tracks
2026-08-26,Cava Athleisure,Brown Trailscape Tracks,32,MJR5410BNM,2049.0,1,0,2049.0,10,https://cavaathleisure.com/products/brown-trailscape-tracks
2026-08-26,Cava Athleisure,Brown Trailscape Tracks,34,MJR5410BNL,2049.0,1,0,2049.0,40,https://cavaathleisure.com/products/brown-trailscape-tracks
2026-08-26,Cava Athleisure,Brown Trailscape Tracks,36,MJR5410BNXL,2049.0,0,1,0.0,67,https://cavaathleisure.com/products/brown-trailscape-tracks
2026-08-26,Cava Athleisure,Cherry Heartline Sports Bra,M,WSB3918RDM,1399.0,0,2,0.0,2,https://cavaathleisure.com/products/cherry-heartline-sports-bra
2026-08-26,Cava Athleisure,Brown Hourglass Booty Shorts,XS,WSH0845BNXS,1099.0,0,1,0.0,38,https://cavaathleisure.com/products/brown-hourglass-booty-shorts
2026-08-26,Cava Athleisure,Brown Hourglass Booty Shorts,S,WSH0845BNS,1099.0,0,1,0.0,113,https://cavaathleisure.com/products/brown-hourglass-booty-shorts
2026-08-26,Cava Athleisure,Brown Hourglass Booty Shorts,M,WSH0845BNM,1099.0,3,0,3297.0,25,https://cavaathleisure.com/products/brown-hourglass-booty-shorts
2026-08-26,Cava Athleisure,Coral Sculpt Crew Top,S,WTP0218ORS,899.0,0,1,0.0,204,https://cavaathleisure.com/products/coral-sculpt-crew-top
2026-08-26,Cava Athleisure,Coral Sculpt Crew Top,M,WTP0218ORM,899.0,0,1,0.0,232,https://cavaathleisure.com/products/coral-sculpt-crew-top
