store_domain,product_id,product_name,product_type,vendor,variant_id,variant_title,size,option1,option2,option3,sku,price,available,stock_quantity_left,product_url
https://musclemind.com,10014884135161,Essential Performance T-shirt,T-shirt,Musclemind activeleisure,48282969309433,Beige / XL,XL,Beige,XL,,8906189275548,1799.00,True,Hidden/Unexposed,https://musclemind.com/products/essential-performance-t-shirt
https://musclemind.com,10014884135161,Essential Performance T-shirt,T-shirt,Musclemind activeleisure,48326277071097,Beige / XXL,XXL,Beige,XXL,,8906189275555,1799.00,False,0,https://musclemind.com/products/essential-performance-t-shirt
https://musclemind.com,10014868439289,Core Motion Training T-shirt,T-shirt,Musclemind activeleisure,48282798129401,White / S,S,White,S,,8906189275166,1599.00,False,0,https://musclemind.com/products/core-motion-training-t-shirt-2
https://musclemind.com,10014868439289,Core Motion Training T-shirt,T-shirt,Musclemind activeleisure,48282851836153,White / M,M,White,M,,8906189275173,1599.00,True,Hidden/Unexposed,https://musclemind.com/products/core-motion-training-t-shirt-2
https://musclemind.com,10014868439289,Core Motion Training T-shirt,T-shirt,Musclemind activeleisure,48282851868921,White / L,L,White,L,,8906189275180,1599.00,True,Hidden/Unexposed,https://musclemind.com/products/core-motion-training-t-shirt-2
https://musclemind.com,10014868439289,Core Motion Training T-shirt,T-shirt,Musclemind activeleisure,48282851901689,White / XL,XL,White,XL,,8906189275197,1599.00,True,Hidden/Unexposed,https://musclemind.com/products/core-motion-training-t-shirt-2
https://musclemind.com,10014868439289,Core Motion Training T-shirt,T-shirt,Musclemind activeleisure,48326277431545,White / XXL,XXL,White,XXL,,8906189275203,1599.00,False,0,https://musclemind.com/products/core-motion-training-t-shirt-2
https://musclemind.com,10014854480121,Core Motion Training T-shirt,T-shirt,Musclemind activeleisure,48282704314617,Dark Grey / S,S,Dark Grey,S,,8906189275111,1599.00,True,Hidden/Unexposed,https://musclemind.com/products/core-motion-training-t-shirt-1
https://musclemind.com,10014854480121,Core Motion Training T-shirt,T-shirt,Musclemind activeleisure,48282731151609,Dark Grey / M,M,Dark Grey,M,,8906189275128,1599.00,True,Hidden/Unexposed,https://musclemind.com/products/core-motion-training-t-shirt-1
https://musclemind.com,10014854480121,Core Motion Training T-shirt,T-shirt,Musclemind activeleisure,48282731184377,Dark Grey / L,L,Dark Grey,L,,8906189275135,1599.00,True,Hidden/Unexposed,https://musclemind.com/products/core-motion-training-t-shirt-1
https://musclemind.com,10014854480121,Core Motion Training T-shirt,T-shirt,Musclemind activeleisure,48282731217145,Dark Grey / XL,XL,Dark Grey,XL,,8906189275142,1599.00,True,Hidden/Unexposed,https://musclemind.com/products/core-motion-training-t-shirt-1
https://musclemind.com,10014854480121,Core Motion Training T-shirt,T-shirt,Musclemind activeleisure,48326277923065,Dark Grey / XXL,XXL,Dark Grey,XXL,,8906189275159,1599.00,True,Hidden/Unexposed,https://musclemind.com/products/core-motion-training-t-shirt-1
https://musclemind.com,10014816076025,Core Motion Training T-shirt,T-shirt,Musclemind activeleisure,48282415857913,Black / S,S,Black,S,,8906189275067,1599.00,True,Hidden/Unexposed,https://musclemind.com/products/core-motion-training-t-shirt
https://musclemind.com,10014816076025,Core Motion Training T-shirt,T-shirt,Musclemind activeleisure,48282415890681,Black / M,M,Black,M,,8906189275074,1599.00,True,Hidden/Unexposed,https://musclemind.com/products/core-motion-training-t-shirt
https://musclemind.com,10014816076025,Core Motion Training T-shirt,T-shirt,Musclemind activeleisure,48282415923449,Black / L,L,Black,L,,8906189275081,1599.00,True,Hidden/Unexposed,https://musclemind.com/products/core-motion-training-t-shirt
https://musclemind.com,10014816076025,Core Motion Training T-shirt,T-shirt,Musclemind activeleisure,48282415956217,Black / XL,XL,Black,XL,,8906189275098,1599.00,True,Hidden/Unexposed,https://musclemind.com/products/core-motion-training-t-shirt
https://musclemind.com,10014816076025,Core Motion Training T-shirt,T-shirt,Musclemind activeleisure,48326278512889,Black / XXL,XXL,Black,XXL,,8906189275104,1599.00,True,Hidden/Unexposed,https://musclemind.com/products/core-motion-training-t-shirt
https://musclemind.com,10014781636857,Work to Workout Pants,Trousers,Musclemind activeleisure,48282095255801,Black / S,S,Black,S,,8906189275319,3199.00,True,Hidden/Unexposed,https://musclemind.com/products/work-to-workout-pants
https://musclemind.com,10014781636857,Work to Workout Pants,Trousers,Musclemind activeleisure,48282172031225,Black / M,M,Black,M,,8906189275326,3199.00,True,Hidden/Unexposed,https://musclemind.com/products/work-to-workout-pants
https://musclemind.com,10014781636857,Work to Workout Pants,Trousers,Musclemind activeleisure,48282172063993,Black / L,L,Black,L,,8906189275333,3199.00,True,Hidden/Unexposed,https://musclemind.com/products/work-to-workout-pants
https://musclemind.com,10014781636857,Work to Workout Pants,Trousers,Musclemind activeleisure,48282172096761,Black / XL,XL,Black,XL,,8906189275340,3199.00,True,Hidden/Unexposed,https://musclemind.com/products/work-to-workout-pants
