date,store_name,product_name,size,sku,price,units_sold,units_restocked,estimated_revenue,stock_remaining_today,product_url
2026-08-30,Cava Athleisure,Cherry Heartline Sports Bra,XS,WSB3918RDXS,1399.0,0,1,0.0,1,https://cavaathleisure.com/products/cherry-heartline-sports-bra
2026-08-30,Cava Athleisure,Cherry Heartline Sports Bra,S,WSB3918RDS,1399.0,1,0,1399.0,0,https://cavaathleisure.com/products/cherry-heartline-sports-bra
2026-08-30,Cava Athleisure,Cherry Heartline Sports Bra,M,WSB3918RDM,1399.0,1,0,1399.0,0,https://cavaathleisure.com/products/cherry-heartline-sports-bra
2026-08-30,Cava Athleisure,Cherry Heartline Sports Bra,XXL,WSB3918RDXXL,1399.0,1,0,1399.0,0,https://cavaathleisure.com/products/cherry-heartline-sports-bra
2026-08-30,Cava Athleisure,Brown Hourglass Booty Shorts,XS,WSH0845BNXS,1099.0,0,1,0.0,39,https://cavaathleisure.com/products/brown-hourglass-booty-shorts
2026-08-30,Cava Athleisure,Brown Hourglass Booty Shorts,S,WSH0845BNS,1099.0,1,0,1099.0,104,https://cavaathleisure.com/products/brown-hourglass-booty-shorts
2026-08-30,Cava Athleisure,Brown Hourglass Booty Shorts,M,WSH0845BNM,1099.0,0,2,0.0,19,https://cavaathleisure.com/products/brown-hourglass-booty-shorts
2026-08-30,Cava Athleisure,Brown Trailscape Tracks,32,MJR5410BNM,2049.0,2,0,4098.0,4,https://cavaathleisure.com/products/brown-trailscape-tracks
2026-08-30,Cava Athleisure,Brown Trailscape Tracks,36,MJR5410BNXL,2049.0,1,0,2049.0,67,https://cavaathleisure.com/products/brown-trailscape-tracks
2026-08-30,Cava Athleisure,Black Trailscape Tracks,32,MJR5410BKM,2049.0,3,0,6147.0,0,https://cavaathleisure.com/products/black-trailscape-tracks
2026-08-30,Cava Athleisure,Black Trailscape Tracks,34,MJR5410BKL,2049.0,1,0,2049.0,1,https://cavaathleisure.com/products/black-trailscape-tracks
2026-08-30,Cava Athleisure,Black Trailscape Tracks,38,MJR5410BKXXL,2049.0,0,1,0.0,36,https://cavaathleisure.com/products/black-trailscape-tracks
2026-08-30,Cava Athleisure,Navy Trailscape Tracks,30,MJR5410NYS,2049.0,1,0,2049.0,0,https://cavaathleisure.com/products/navy-trailscape-tracks
2026-08-30,Cava Athleisure,Navy Trailscape Tracks,32,MJR5410NYM,2049.0,1,0,2049.0,4,https://cavaathleisure.com/products/navy-trailscape-tracks
