date,store_name,product_name,size,sku,price,units_sold,units_restocked,estimated_revenue,stock_remaining_today,product_url
2026-09-11,Cava Athleisure,Purple Contour Flared Leggings,M,WFP3720PUM,1399.0,2,0,2798.0,172,https://cavaathleisure.com/products/purple-contour-flared-leggings
2026-09-11,Cava Athleisure,Purple Contour Flared Leggings,L,WFP3720PUL,1399.0,1,0,1399.0,126,https://cavaathleisure.com/products/purple-contour-flared-leggings
2026-09-11,Cava Athleisure,Purple Contour Flared Leggings,XXL,WFP3720PUXXL,1399.0,1,0,1399.0,38,https://cavaathleisure.com/products/purple-contour-flared-leggings
2026-09-11,Cava Athleisure,Navy Cotton Flared Leggings,XS,WFP6221NYXS,1599.0,1,0,1599.0,45,https://cavaathleisure.com/products/navy-cotton-flared-leggings
2026-09-11,Cava Athleisure,Navy Cotton Flared Leggings,XXL,WFP6221NYXXL,1599.0,1,0,1599.0,30,https://cavaathleisure.com/products/navy-cotton-flared-leggings
2026-09-11,Cava Athleisure,Plum Cotton Flared Leggings,M,WFP6221PUM,1599.0,1,0,1599.0,88,https://cavaathleisure.com/products/plum-cotton-flared-leggings
2026-09-11,Cava Athleisure,Teal Contour Flared Leggings,XS,WFP3720GRXS,1399.0,1,0,1399.0,65,https://cavaathleisure.com/products/teal-contour-flared-leggings
2026-09-11,Cava Athleisure,Teal Contour Flared Leggings,S,WFP3720GRS,1399.0,2,0,2798.0,110,https://cavaathleisure.com/products/teal-contour-flared-leggings
2026-09-11,Cava Athleisure,Pink Studio Gym Bag,One size,WAC10923PNFREE,1699.0,3,0,5097.0,449,https://cavaathleisure.com/products/pink-studio-gym-bag
2026-09-11,Cava Athleisure,Black Studio Gym Bag,One size,WAC10923BKFREE,1699.0,3,0,5097.0,446,https://cavaathleisure.com/products/black-studio-gym-bag
2026-09-11,Cava Athleisure,Ivory Studio Gym Bag,One size,WAC10923WHFREE,1699.0,14,0,23786.0,413,https://cavaathleisure.com/products/ivory-studio-gym-bag
2026-09-11,Cava Athleisure,Ivory Lace Off-Shoulder Top,L,WTP16517WHL,1799.0,3,0,5397.0,0,https://cavaathleisure.com/products/ivory-lace-off-shoulder-top
2026-09-11,Cava Athleisure,Ivory Lace Off-Shoulder Top,XL,WTP16517WHXL,1799.0,2,0,3598.0,9,https://cavaathleisure.com/products/ivory-lace-off-shoulder-top
2026-09-11,Cava Athleisure,Blush Lace Off-Shoulder Top,S,WTP16517PNS,1799.0,1,0,1799.0,22,https://cavaathleisure.com/products/blush-lace-off-shoulder-top
2026-09-11,Cava Athleisure,Blush Lace Off-Shoulder Top,M,WTP16517PNM,1799.0,3,0,5397.0,38,https://cavaathleisure.com/products/blush-lace-off-shoulder-top
2026-09-11,Cava Athleisure,Blush Lace Off-Shoulder Top,XL,WTP16517PNXL,1799.0,1,0,1799.0,9,https://cavaathleisure.com/products/blush-lace-off-shoulder-top
2026-09-11,Cava Athleisure,Blush Lace Off-Shoulder Top,XXL,WTP16517PNXXL,1799.0,2,0,3598.0,1,https://cavaathleisure.com/products/blush-lace-off-shoulder-top
2026-09-11,Cava Athleisure,Blue  Lace Off-Shoulder Top,S,WTP16517BLS,1799.0,3,0,5397.0,28,https://cavaathleisure.com/products/blue-lace-off-shoulder-top
2026-09-11,Cava Athleisure,Blue  Lace Off-Shoulder Top,M,WTP16517BLM,1799.0,0,1,0.0,46,https://cavaathleisure.com/products/blue-lace-off-shoulder-top
2026-09-11,Cava Athleisure,Blue  Lace Off-Shoulder Top,L,WTP16517BLL,1799.0,1,0,1799.0,14,https://cavaathleisure.com/products/blue-lace-off-shoulder-top
2026-09-11,Cava Athleisure,Blue  Lace Off-Shoulder Top,XL,WTP16517BLXL,1799.0,3,0,5397.0,10,https://cavaathleisure.com/products/blue-lace-off-shoulder-top
2026-09-11,Cava Athleisure,Berry Lace Off-Shoulder Top,S,WTP16517RDS,1799.0,1,0,1799.0,38,https://cavaathleisure.com/products/berry-lace-off-shoulder-top
2026-09-11,Cava Athleisure,Berry Lace Off-Shoulder Top,M,WTP16517RDM,1799.0,3,0,5397.0,39,https://cavaathleisure.com/products/berry-lace-off-shoulder-top
2026-09-11,Cava Athleisure,Berry Lace Off-Shoulder Top,L,WTP16517RDL,1799.0,2,0,3598.0,25,https://cavaathleisure.com/products/berry-lace-off-shoulder-top
2026-09-11,Cava Athleisure,Berry Lace Off-Shoulder Top,XL,WTP16517RDXL,1799.0,1,0,1799.0,16,https://cavaathleisure.com/products/berry-lace-off-shoulder-top
2026-09-11,Cava Athleisure,Berry Lace Off-Shoulder Top,XXL,WTP16517RDXXL,1799.0,1,0,1799.0,15,https://cavaathleisure.com/products/berry-lace-off-shoulder-top
2026-09-11,Cava Athleisure,Blush Ruched Snug Leggings,S,WLG9917PNS,1999.0,3,0,5997.0,181,https://cavaathleisure.com/products/blush-ruched-snug-leggings
2026-09-11,Cava Athleisure,Blush Ruched Snug Leggings,M,WLG9917PNM,1999.0,0,1,0.0,238,https://cavaathleisure.com/products/blush-ruched-snug-leggings
2026-09-11,Cava Athleisure,Black Polka Lace Off-Shoulder Top,S,WTP16517BKS,1899.0,5,0,9495.0,3,https://cavaathleisure.com/products/black-polka-lace-off-shoulder-top
2026-09-11,Cava Athleisure,Black Polka Lace Off-Shoulder Top,L,WTP16517BKL,1899.0,3,0,5697.0,27,https://cavaathleisure.com/products/black-polka-lace-off-shoulder-top
2026-09-11,Cava Athleisure,Berry Ruched Snug Leggings,S,WLG9917RDS,1999.0,8,0,15992.0,105,https://cavaathleisure.com/products/berry-ruched-snug-leggings
2026-09-11,Cava Athleisure,Berry Ruched Snug Leggings,M,WLG9917RDM,1999.0,1,0,1999.0,240,https://cavaathleisure.com/products/berry-ruched-snug-leggings
2026-09-11,Cava Athleisure,Berry Ruched Snug Leggings,L,WLG9917RDL,1999.0,3,0,5997.0,158,https://cavaathleisure.com/products/berry-ruched-snug-leggings
2026-09-11,Cava Athleisure,Berry Ruched Snug Leggings,XL,WLG9917RDXL,1999.0,1,0,1999.0,75,https://cavaathleisure.com/products/berry-ruched-snug-leggings
2026-09-11,Cava Athleisure,Berry Ruched Snug Leggings,XXL,WLG9917RDXXL,1999.0,1,0,1999.0,32,https://cavaathleisure.com/products/berry-ruched-snug-leggings
2026-09-11,Cava Athleisure,Black Polka Ruched Snug Leggings,XS,WLG9917PBKXS,2099.0,8,0,16792.0,20,https://cavaathleisure.com/products/black-polka-ruched-snug-leggings
2026-09-11,Cava Athleisure,Black Polka Ruched Snug Leggings,S,WLG9917PBKS,2099.0,75,0,157425.0,20,https://cavaathleisure.com/products/black-polka-ruched-snug-leggings
2026-09-11,Cava Athleisure,Black Polka Ruched Snug Leggings,M,WLG9917PBKM,2099.0,42,0,88158.0,1,https://cavaathleisure.com/products/black-polka-ruched-snug-leggings
2026-09-11,Cava Athleisure,Black Polka Ruched Snug Leggings,L,WLG9917PBKL,2099.0,146,0,306454.0,1,https://cavaathleisure.com/products/black-polka-ruched-snug-leggings
2026-09-11,Cava Athleisure,Black Polka Ruched Snug Leggings,XL,WLG9917PBKXL,2099.0,47,0,98653.0,1,https://cavaathleisure.com/products/black-polka-ruched-snug-leggings
2026-09-11,Cava Athleisure,Blush Ruched Flared Leggings,XS,WFP98P17PNXS,2299.0,60,0,137940.0,20,https://cavaathleisure.com/products/blush-ruched-flared-leggings
2026-09-11,Cava Athleisure,Blush Ruched Flared Leggings,XS,WFP98T17PNXS,2299.0,38,0,87362.0,20,https://cavaathleisure.com/products/blush-ruched-flared-leggings
2026-09-11,Cava Athleisure,Blush Ruched Flared Leggings,XS,WFP98EXT17PNXS,2299.0,42,0,96558.0,1,https://cavaathleisure.com/products/blush-ruched-flared-leggings
2026-09-11,Cava Athleisure,Blush Ruched Flared Leggings,S,WFP98P17PNS,2299.0,178,0,409222.0,1,https://cavaathleisure.com/products/blush-ruched-flared-leggings
2026-09-11,Cava Athleisure,Blush Ruched Flared Leggings,S,WFP98T17PNS,2299.0,214,0,491986.0,1,https://cavaathleisure.com/products/blush-ruched-flared-leggings
2026-09-11,Cava Athleisure,Blush Ruched Flared Leggings,S,WFP98EXT17PNS,2299.0,104,0,239096.0,1,https://cavaathleisure.com/products/blush-ruched-flared-leggings
2026-09-11,Cava Athleisure,Blush Ruched Flared Leggings,M,WFP98P17PNM,2299.0,184,0,423016.0,1,https://cavaathleisure.com/products/blush-ruched-flared-leggings
2026-09-11,Cava Athleisure,Blush Ruched Flared Leggings,M,WFP98T17PNM,2299.0,293,0,673607.0,1,https://cavaathleisure.com/products/blush-ruched-flared-leggings
2026-09-11,Cava Athleisure,Blush Ruched Flared Leggings,M,WFP98EXT17PNM,2299.0,142,0,326458.0,1,https://cavaathleisure.com/products/blush-ruched-flared-leggings
2026-09-11,Cava Athleisure,Blush Ruched Flared Leggings,L,WFP98P17PNL,2299.0,162,0,372438.0,1,https://cavaathleisure.com/products/blush-ruched-flared-leggings
2026-09-11,Cava Athleisure,Blush Ruched Flared Leggings,L,WFP98T17PNL,2299.0,210,0,482790.0,1,https://cavaathleisure.com/products/blush-ruched-flared-leggings
2026-09-11,Cava Athleisure,Blush Ruched Flared Leggings,L,WFP98EXT17PNL,2299.0,139,0,319561.0,1,https://cavaathleisure.com/products/blush-ruched-flared-leggings
2026-09-11,Cava Athleisure,Blush Ruched Flared Leggings,XL,WFP98P17PNXL,2299.0,93,0,213807.0,1,https://cavaathleisure.com/products/blush-ruched-flared-leggings
2026-09-11,Cava Athleisure,Blush Ruched Flared Leggings,XL,WFP98T17PNXL,2299.0,121,0,278179.0,1,https://cavaathleisure.com/products/blush-ruched-flared-leggings
2026-09-11,Cava Athleisure,Blush Ruched Flared Leggings,XL,WFP98EXT17PNXL,2299.0,107,0,245993.0,1,https://cavaathleisure.com/products/blush-ruched-flared-leggings
