date,store_name,product_name,size,sku,price,units_sold,units_restocked,estimated_revenue,stock_remaining_today,product_url
2026-09-13,Cava Athleisure,Plum Cotton Flared Leggings,M,WFP6221PUM,1599.0,1,0,1599.0,85,https://cavaathleisure.com/products/plum-cotton-flared-leggings
2026-09-13,Cava Athleisure,Teal Contour Flared Leggings,XS,WFP3720GRXS,1399.0,1,0,1399.0,64,https://cavaathleisure.com/products/teal-contour-flared-leggings
2026-09-13,Cava Athleisure,Teal Contour Flared Leggings,S,WFP3720GRS,1399.0,3,0,4197.0,107,https://cavaathleisure.com/products/teal-contour-flared-leggings
2026-09-13,Cava Athleisure,Teal Contour Flared Leggings,M,WFP3720GRM,1399.0,3,0,4197.0,173,https://cavaathleisure.com/products/teal-contour-flared-leggings
2026-09-13,Cava Athleisure,Purple Contour Flared Leggings,L,WFP3720PUL,1399.0,1,0,1399.0,125,https://cavaathleisure.com/products/purple-contour-flared-leggings
2026-09-13,Cava Athleisure,Purple Contour Flared Leggings,XXL,WFP3720PUXXL,1399.0,1,0,1399.0,37,https://cavaathleisure.com/products/purple-contour-flared-leggings
2026-09-13,Cava Athleisure,Navy Cotton Flared Leggings,M,WFP6221NYM,1599.0,2,0,3198.0,135,https://cavaathleisure.com/products/navy-cotton-flared-leggings
2026-09-13,Cava Athleisure,Navy Cotton Flared Leggings,L,WFP6221NYL,1599.0,1,0,1599.0,107,https://cavaathleisure.com/products/navy-cotton-flared-leggings
2026-09-13,Cava Athleisure,Pink Studio Gym Bag,One size,WAC10923PNFREE,1699.0,1,0,1699.0,445,https://cavaathleisure.com/products/pink-studio-gym-bag
2026-09-13,Cava Athleisure,Blue Studio Gym Bag,One size,WAC10923BLFREE,1699.0,1,0,1699.0,457,https://cavaathleisure.com/products/blue-studio-gym-bag
2026-09-13,Cava Athleisure,Ivory Lace Off-Shoulder Top,XL,WTP16517WHXL,1799.0,1,0,1799.0,8,https://cavaathleisure.com/products/ivory-lace-off-shoulder-top
2026-09-13,Cava Athleisure,Blush Lace Off-Shoulder Top,S,WTP16517PNS,1799.0,3,0,5397.0,17,https://cavaathleisure.com/products/blush-lace-off-shoulder-top
2026-09-13,Cava Athleisure,Blush Lace Off-Shoulder Top,M,WTP16517PNM,1799.0,2,0,3598.0,32,https://cavaathleisure.com/products/blush-lace-off-shoulder-top
2026-09-13,Cava Athleisure,Blush Lace Off-Shoulder Top,L,WTP16517PNL,1799.0,3,0,5397.0,15,https://cavaathleisure.com/products/blush-lace-off-shoulder-top
2026-09-13,Cava Athleisure,Blue  Lace Off-Shoulder Top,S,WTP16517BLS,1799.0,8,0,14392.0,18,https://cavaathleisure.com/products/blue-lace-off-shoulder-top
