date,store_name,product_name,size,sku,price,units_sold,units_restocked,estimated_revenue,stock_remaining_today,product_url
2026-09-10,Cava Athleisure,Plum Cotton Flared Leggings,S,WFP6221PUS,1599.0,1,0,1599.0,97,https://cavaathleisure.com/products/plum-cotton-flared-leggings
2026-09-10,Cava Athleisure,Plum Cotton Flared Leggings,M,WFP6221PUM,1599.0,1,0,1599.0,89,https://cavaathleisure.com/products/plum-cotton-flared-leggings
2026-09-10,Cava Athleisure,Plum Cotton Flared Leggings,L,WFP6221PUL,1599.0,2,0,3198.0,100,https://cavaathleisure.com/products/plum-cotton-flared-leggings
2026-09-10,Cava Athleisure,Purple Contour Flared Leggings,L,WFP3720PUL,1399.0,3,0,4197.0,127,https://cavaathleisure.com/products/purple-contour-flared-leggings
2026-09-10,Cava Athleisure,Purple Contour Flared Leggings,XL,WFP3720PUXL,1399.0,1,0,1399.0,55,https://cavaathleisure.com/products/purple-contour-flared-leggings
2026-09-10,Cava Athleisure,Teal Contour Flared Leggings,XS,WFP3720GRXS,1399.0,1,0,1399.0,66,https://cavaathleisure.com/products/teal-contour-flared-leggings
2026-09-10,Cava Athleisure,Teal Contour Flared Leggings,S,WFP3720GRS,1399.0,1,0,1399.0,112,https://cavaathleisure.com/products/teal-contour-flared-leggings
2026-09-10,Cava Athleisure,Teal Contour Flared Leggings,L,WFP3720GRL,1399.0,1,0,1399.0,120,https://cavaathleisure.com/products/teal-contour-flared-leggings
2026-09-10,Cava Athleisure,Teal Contour Flared Leggings,XL,WFP3720GRXL,1399.0,2,0,2798.0,55,https://cavaathleisure.com/products/teal-contour-flared-leggings
2026-09-10,Cava Athleisure,Pink Studio Gym Bag,One size,WAC10923PNFREE,1699.0,3,0,5097.0,452,https://cavaathleisure.com/products/pink-studio-gym-bag
2026-09-10,Cava Athleisure,Ivory Studio Gym Bag,One size,WAC10923WHFREE,1699.0,1,0,1699.0,427,https://cavaathleisure.com/products/ivory-studio-gym-bag
2026-09-10,Cava Athleisure,Blue Studio Gym Bag,One size,WAC10923BLFREE,1699.0,2,0,3398.0,458,https://cavaathleisure.com/products/blue-studio-gym-bag
2026-09-10,Cava Athleisure,Berry Ruched Capri,XL,WLG13417RDXL,1899.0,1,0,1899.0,3,https://cavaathleisure.com/products/berry-ruched-capri
2026-09-10,Cava Athleisure,Ivory Lace Off-Shoulder Top,M,WTP16517WHM,1799.0,1,0,1799.0,0,https://cavaathleisure.com/products/ivory-lace-off-shoulder-top
2026-09-10,Cava Athleisure,Ivory Lace Off-Shoulder Top,L,WTP16517WHL,1799.0,2,0,3598.0,3,https://cavaathleisure.com/products/ivory-lace-off-shoulder-top
