date,store_name,product_name,size,sku,price,units_sold,units_restocked,estimated_revenue,stock_remaining_today,product_url
2026-09-19,Cava Athleisure,Ivory Everywear Leisure Tee,S,MTS1422WHS,699.0,1,0,699.0,99,https://cavaathleisure.com/products/ivory-everywear-leisure-tee
2026-09-19,Cava Athleisure,Ivory Everywear Leisure Tee,L,MTS1422WHL,699.0,2,0,1398.0,112,https://cavaathleisure.com/products/ivory-everywear-leisure-tee
2026-09-19,Cava Athleisure,Ivory Cotton Leisure Shorts,S,MSH1622WHS,799.0,1,0,799.0,51,https://cavaathleisure.com/products/ivory-cotton-leisure-shorts
2026-09-19,Cava Athleisure,Cherry ADPT™ Wrap Top,XS,WTP10245CRDXS,1299.0,1,0,1299.0,45,https://cavaathleisure.com/products/cherry-adpt-wrap-top
2026-09-19,Cava Athleisure,Cherry ADPT™ Wrap Top,S,WTP10245CRDS,1299.0,3,0,3897.0,145,https://cavaathleisure.com/products/cherry-adpt-wrap-top
2026-09-19,Cava Athleisure,Cherry ADPT™ Wrap Top,M,WTP10245CRDM,1299.0,3,0,3897.0,123,https://cavaathleisure.com/products/cherry-adpt-wrap-top
2026-09-19,Cava Athleisure,Cherry ADPT™ Wrap Top,L,WTP10245CRDL,1299.0,0,3,0.0,101,https://cavaathleisure.com/products/cherry-adpt-wrap-top
2026-09-19,Cava Athleisure,Cherry ADPT™ Wrap Top,XXL,WTP10245CRDXXL,1299.0,0,1,0.0,24,https://cavaathleisure.com/products/cherry-adpt-wrap-top
2026-09-19,Cava Athleisure,Plum Cotton Flared Leggings,S,WFP6221PUS,1599.0,1,0,1599.0,90,https://cavaathleisure.com/products/plum-cotton-flared-leggings
2026-09-19,Cava Athleisure,Plum Cotton Flared Leggings,M,WFP6221PUM,1599.0,1,0,1599.0,80,https://cavaathleisure.com/products/plum-cotton-flared-leggings
2026-09-19,Cava Athleisure,Navy Cotton Flared Leggings,S,WFP6221NYS,1599.0,1,0,1599.0,105,https://cavaathleisure.com/products/navy-cotton-flared-leggings
2026-09-19,Cava Athleisure,Navy Cotton Flared Leggings,M,WFP6221NYM,1599.0,0,1,0.0,129,https://cavaathleisure.com/products/navy-cotton-flared-leggings
2026-09-19,Cava Athleisure,Navy Cotton Flared Leggings,L,WFP6221NYL,1599.0,1,0,1599.0,103,https://cavaathleisure.com/products/navy-cotton-flared-leggings
2026-09-19,Cava Athleisure,Teal Contour Flared Leggings,XS,WFP3720GRXS,1399.0,1,0,1399.0,58,https://cavaathleisure.com/products/teal-contour-flared-leggings
2026-09-19,Cava Athleisure,Teal Contour Flared Leggings,M,WFP3720GRM,1399.0,0,1,0.0,160,https://cavaathleisure.com/products/teal-contour-flared-leggings
2026-09-19,Cava Athleisure,Teal Contour Flared Leggings,L,WFP3720GRL,1399.0,2,0,2798.0,113,https://cavaathleisure.com/products/teal-contour-flared-leggings
2026-09-19,Cava Athleisure,Teal Contour Flared Leggings,XXL,WFP3720GRXXL,1399.0,1,0,1399.0,34,https://cavaathleisure.com/products/teal-contour-flared-leggings
2026-09-19,Cava Athleisure,Purple Contour Flared Leggings,XS,WFP3720PUXS,1399.0,2,0,2798.0,70,https://cavaathleisure.com/products/purple-contour-flared-leggings
2026-09-19,Cava Athleisure,Purple Contour Flared Leggings,L,WFP3720PUL,1399.0,1,0,1399.0,118,https://cavaathleisure.com/products/purple-contour-flared-leggings
