date,store_name,product_name,size,sku,price,units_sold,units_restocked,estimated_revenue,stock_remaining_today,product_url
2026-09-03,Cava Athleisure,Ivory Studio Gym Bag,One size,WAC10923WHFREE,1699.0,33,0,56067.0,446,https://cavaathleisure.com/products/ivory-studio-gym-bag
2026-09-03,Cava Athleisure,Blue Studio Gym Bag,One size,WAC10923BLFREE,1699.0,8,0,13592.0,470,https://cavaathleisure.com/products/blue-studio-gym-bag
2026-09-03,Cava Athleisure,Black Studio Gym Bag,One size,WAC10923BKFREE,1699.0,13,0,22087.0,471,https://cavaathleisure.com/products/black-studio-gym-bag
2026-09-03,Cava Athleisure,Pink Studio Gym Bag,One size,WAC10923PNFREE,1699.0,10,0,16990.0,469,https://cavaathleisure.com/products/pink-studio-gym-bag
2026-09-03,Cava Athleisure,Ivory Lace Off-Shoulder Top,XS,WTP16517WHXS,1799.0,5,0,8995.0,8,https://cavaathleisure.com/products/ivory-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Ivory Lace Off-Shoulder Top,S,WTP16517WHS,1799.0,0,4,0.0,35,https://cavaathleisure.com/products/ivory-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Ivory Lace Off-Shoulder Top,M,WTP16517WHM,1799.0,16,0,28784.0,0,https://cavaathleisure.com/products/ivory-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Ivory Lace Off-Shoulder Top,L,WTP16517WHL,1799.0,0,6,0.0,30,https://cavaathleisure.com/products/ivory-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Ivory Lace Off-Shoulder Top,XL,WTP16517WHXL,1799.0,2,0,3598.0,18,https://cavaathleisure.com/products/ivory-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Ivory Lace Off-Shoulder Top,XXL,WTP16517WHXXL,1799.0,0,1,0.0,1,https://cavaathleisure.com/products/ivory-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Black Polka Ruched Capri,XL,WLG13417BKXL,1899.0,1,0,1899.0,0,https://cavaathleisure.com/products/black-polka-ruched-capri
2026-09-03,Cava Athleisure,Black Polka Ruched Capri,XXL,WLG13417BKXXL,1899.0,1,0,1899.0,1,https://cavaathleisure.com/products/black-polka-ruched-capri
2026-09-03,Cava Athleisure,Blush Lace Off-Shoulder Top,XS,WTP16517PNXS,1799.0,0,1,0.0,15,https://cavaathleisure.com/products/blush-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Blush Lace Off-Shoulder Top,S,WTP16517PNS,1799.0,0,7,0.0,53,https://cavaathleisure.com/products/blush-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Blush Lace Off-Shoulder Top,M,WTP16517PNM,1799.0,0,14,0.0,65,https://cavaathleisure.com/products/blush-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Blush Lace Off-Shoulder Top,L,WTP16517PNL,1799.0,0,6,0.0,30,https://cavaathleisure.com/products/blush-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Blush Lace Off-Shoulder Top,XL,WTP16517PNXL,1799.0,1,0,1799.0,14,https://cavaathleisure.com/products/blush-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Berry Ruched Capri,XS,WLG13417RDXS,1899.0,4,0,7596.0,0,https://cavaathleisure.com/products/berry-ruched-capri
2026-09-03,Cava Athleisure,Berry Ruched Capri,M,WLG13417RDM,1899.0,1,0,1899.0,0,https://cavaathleisure.com/products/berry-ruched-capri
2026-09-03,Cava Athleisure,Berry Ruched Capri,L,WLG13417RDL,1899.0,5,0,9495.0,0,https://cavaathleisure.com/products/berry-ruched-capri
2026-09-03,Cava Athleisure,Berry Ruched Capri,XXL,WLG13417RDXXL,1899.0,1,0,1899.0,4,https://cavaathleisure.com/products/berry-ruched-capri
2026-09-03,Cava Athleisure,Blue  Lace Off-Shoulder Top,XS,WTP16517BLXS,1799.0,0,3,0.0,17,https://cavaathleisure.com/products/blue-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Blue  Lace Off-Shoulder Top,M,WTP16517BLM,1799.0,0,13,0.0,68,https://cavaathleisure.com/products/blue-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Blue  Lace Off-Shoulder Top,L,WTP16517BLL,1799.0,0,5,0.0,29,https://cavaathleisure.com/products/blue-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Blue  Lace Off-Shoulder Top,XXL,WTP16517BLXXL,1799.0,0,1,0.0,6,https://cavaathleisure.com/products/blue-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Berry Lace Off-Shoulder Top,S,WTP16517RDS,1799.0,0,10,0.0,61,https://cavaathleisure.com/products/berry-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Berry Lace Off-Shoulder Top,M,WTP16517RDM,1799.0,0,13,0.0,68,https://cavaathleisure.com/products/berry-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Berry Lace Off-Shoulder Top,L,WTP16517RDL,1799.0,0,9,0.0,44,https://cavaathleisure.com/products/berry-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Berry Lace Off-Shoulder Top,XL,WTP16517RDXL,1799.0,0,5,0.0,23,https://cavaathleisure.com/products/berry-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Blush Ruched Snug Leggings,XS,WLG9917PNXS,1999.0,2,0,3998.0,53,https://cavaathleisure.com/products/blush-ruched-snug-leggings
2026-09-03,Cava Athleisure,Blush Ruched Snug Leggings,S,WLG9917PNS,1999.0,1,0,1999.0,192,https://cavaathleisure.com/products/blush-ruched-snug-leggings
2026-09-03,Cava Athleisure,Blush Ruched Snug Leggings,M,WLG9917PNM,1999.0,3,0,5997.0,248,https://cavaathleisure.com/products/blush-ruched-snug-leggings
2026-09-03,Cava Athleisure,Blush Ruched Snug Leggings,L,WLG9917PNL,1999.0,1,0,1999.0,153,https://cavaathleisure.com/products/blush-ruched-snug-leggings
2026-09-03,Cava Athleisure,Blush Ruched Snug Leggings,XL,WLG9917PNXL,1999.0,1,0,1999.0,88,https://cavaathleisure.com/products/blush-ruched-snug-leggings
2026-09-03,Cava Athleisure,Black Polka Lace Off-Shoulder Top,XS,WTP16517BKXS,1899.0,0,1,0.0,12,https://cavaathleisure.com/products/black-polka-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Black Polka Lace Off-Shoulder Top,S,WTP16517BKS,1899.0,0,8,0.0,55,https://cavaathleisure.com/products/black-polka-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Black Polka Lace Off-Shoulder Top,M,WTP16517BKM,1899.0,0,1,0.0,41,https://cavaathleisure.com/products/black-polka-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Black Polka Lace Off-Shoulder Top,L,WTP16517BKL,1899.0,4,0,7596.0,8,https://cavaathleisure.com/products/black-polka-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Black Polka Lace Off-Shoulder Top,XL,WTP16517BKXL,1899.0,0,1,0.0,12,https://cavaathleisure.com/products/black-polka-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Black Polka Lace Off-Shoulder Top,XXL,WTP16517BKXXL,1899.0,0,1,0.0,11,https://cavaathleisure.com/products/black-polka-lace-off-shoulder-top
2026-09-03,Cava Athleisure,Berry Ruched Snug Leggings,XS,WLG9917RDXS,1999.0,3,0,5997.0,30,https://cavaathleisure.com/products/berry-ruched-snug-leggings
2026-09-03,Cava Athleisure,Berry Ruched Snug Leggings,S,WLG9917RDS,1999.0,2,0,3998.0,218,https://cavaathleisure.com/products/berry-ruched-snug-leggings
2026-09-03,Cava Athleisure,Berry Ruched Snug Leggings,M,WLG9917RDM,1999.0,3,0,5997.0,349,https://cavaathleisure.com/products/berry-ruched-snug-leggings
2026-09-03,Cava Athleisure,Berry Ruched Snug Leggings,L,WLG9917RDL,1999.0,2,0,3998.0,211,https://cavaathleisure.com/products/berry-ruched-snug-leggings
