date,store_name,product_name,size,sku,price,units_sold,units_restocked,estimated_revenue,stock_remaining_today,product_url
2026-09-22,Cava Athleisure,Ivory Everywear Leisure Tee,S,MTS1422WHS,699.0,2,0,1398.0,97,https://cavaathleisure.com/products/ivory-everywear-leisure-tee
2026-09-22,Cava Athleisure,Ivory Everywear Leisure Tee,M,MTS1422WHM,699.0,1,0,699.0,147,https://cavaathleisure.com/products/ivory-everywear-leisure-tee
2026-09-22,Cava Athleisure,Ivory Everywear Leisure Tee,XL,MTS1422WHXL,699.0,1,0,699.0,48,https://cavaathleisure.com/products/ivory-everywear-leisure-tee
2026-09-22,Cava Athleisure,Ivory Cotton Leisure Shorts,M,MSH1622WHM,799.0,0,1,0.0,167,https://cavaathleisure.com/products/ivory-cotton-leisure-shorts
2026-09-22,Cava Athleisure,Cherry ADPT™ Wrap Top,XS,WTP10245CRDXS,1299.0,2,0,2598.0,42,https://cavaathleisure.com/products/cherry-adpt-wrap-top
2026-09-22,Cava Athleisure,Cherry ADPT™ Wrap Top,S,WTP10245CRDS,1299.0,3,0,3897.0,142,https://cavaathleisure.com/products/cherry-adpt-wrap-top
2026-09-22,Cava Athleisure,Cherry ADPT™ Wrap Top,M,WTP10245CRDM,1299.0,3,0,3897.0,119,https://cavaathleisure.com/products/cherry-adpt-wrap-top
2026-09-22,Cava Athleisure,Cherry ADPT™ Wrap Top,L,WTP10245CRDL,1299.0,3,0,3897.0,98,https://cavaathleisure.com/products/cherry-adpt-wrap-top
2026-09-22,Cava Athleisure,Cherry ADPT™ Wrap Top,XXL,WTP10245CRDXXL,1299.0,2,0,2598.0,22,https://cavaathleisure.com/products/cherry-adpt-wrap-top
2026-09-22,Cava Athleisure,Grey Melange Cotton Leisure Shorts,S,MSH1622GMLS,799.0,1,0,799.0,62,https://cavaathleisure.com/products/grey-melange-cotton-leisure-shorts
2026-09-22,Cava Athleisure,Plum Cotton Flared Leggings,XS,WFP6221PUXS,1599.0,1,0,1599.0,43,https://cavaathleisure.com/products/plum-cotton-flared-leggings
2026-09-22,Cava Athleisure,Plum Cotton Flared Leggings,S,WFP6221PUS,1599.0,4,0,6396.0,86,https://cavaathleisure.com/products/plum-cotton-flared-leggings
2026-09-22,Cava Athleisure,Plum Cotton Flared Leggings,M,WFP6221PUM,1599.0,3,0,4797.0,76,https://cavaathleisure.com/products/plum-cotton-flared-leggings
2026-09-22,Cava Athleisure,Plum Cotton Flared Leggings,L,WFP6221PUL,1599.0,5,0,7995.0,91,https://cavaathleisure.com/products/plum-cotton-flared-leggings
2026-09-22,Cava Athleisure,Plum Cotton Flared Leggings,XL,WFP6221PUXL,1599.0,3,0,4797.0,54,https://cavaathleisure.com/products/plum-cotton-flared-leggings
2026-09-22,Cava Athleisure,Navy Cotton Flared Leggings,XS,WFP6221NYXS,1599.0,2,0,3198.0,41,https://cavaathleisure.com/products/navy-cotton-flared-leggings
2026-09-22,Cava Athleisure,Navy Cotton Flared Leggings,S,WFP6221NYS,1599.0,3,0,4797.0,101,https://cavaathleisure.com/products/navy-cotton-flared-leggings
2026-09-22,Cava Athleisure,Navy Cotton Flared Leggings,M,WFP6221NYM,1599.0,5,0,7995.0,123,https://cavaathleisure.com/products/navy-cotton-flared-leggings
2026-09-22,Cava Athleisure,Navy Cotton Flared Leggings,L,WFP6221NYL,1599.0,2,0,3198.0,100,https://cavaathleisure.com/products/navy-cotton-flared-leggings
2026-09-22,Cava Athleisure,Navy Cotton Flared Leggings,XL,WFP6221NYXL,1599.0,2,0,3198.0,59,https://cavaathleisure.com/products/navy-cotton-flared-leggings
