date,store_name,product_name,size,sku,price,units_sold,units_restocked,estimated_revenue,stock_remaining_today,product_url
2026-09-06,Cava Athleisure,Pink Studio Gym Bag,One size,WAC10923PNFREE,1699.0,1,0,1699.0,465,https://cavaathleisure.com/products/pink-studio-gym-bag
2026-09-06,Cava Athleisure,Black Studio Gym Bag,One size,WAC10923BKFREE,1699.0,15,0,25485.0,449,https://cavaathleisure.com/products/black-studio-gym-bag
2026-09-06,Cava Athleisure,Berry Ruched Capri,L,WLG13417RDL,1899.0,1,0,1899.0,2,https://cavaathleisure.com/products/berry-ruched-capri
2026-09-06,Cava Athleisure,Berry Ruched Capri,XL,WLG13417RDXL,1899.0,1,0,1899.0,4,https://cavaathleisure.com/products/berry-ruched-capri
2026-09-06,Cava Athleisure,Ivory Lace Off-Shoulder Top,S,WTP16517WHS,1799.0,6,0,10794.0,0,https://cavaathleisure.com/products/ivory-lace-off-shoulder-top
2026-09-06,Cava Athleisure,Ivory Lace Off-Shoulder Top,M,WTP16517WHM,1799.0,3,0,5397.0,3,https://cavaathleisure.com/products/ivory-lace-off-shoulder-top
2026-09-06,Cava Athleisure,Ivory Lace Off-Shoulder Top,L,WTP16517WHL,1799.0,2,0,3598.0,17,https://cavaathleisure.com/products/ivory-lace-off-shoulder-top
2026-09-06,Cava Athleisure,Blush Lace Off-Shoulder Top,XS,WTP16517PNXS,1799.0,2,0,3598.0,4,https://cavaathleisure.com/products/blush-lace-off-shoulder-top
2026-09-06,Cava Athleisure,Blush Lace Off-Shoulder Top,S,WTP16517PNS,1799.0,1,0,1799.0,33,https://cavaathleisure.com/products/blush-lace-off-shoulder-top
2026-09-06,Cava Athleisure,Blush Lace Off-Shoulder Top,M,WTP16517PNM,1799.0,1,0,1799.0,50,https://cavaathleisure.com/products/blush-lace-off-shoulder-top
2026-09-06,Cava Athleisure,Black Polka Ruched Capri,XXL,WLG13417BKXXL,1899.0,0,3,0.0,3,https://cavaathleisure.com/products/black-polka-ruched-capri
2026-09-06,Cava Athleisure,Blue  Lace Off-Shoulder Top,XS,WTP16517BLXS,1799.0,2,0,3598.0,5,https://cavaathleisure.com/products/blue-lace-off-shoulder-top
2026-09-06,Cava Athleisure,Blue  Lace Off-Shoulder Top,XXL,WTP16517BLXXL,1799.0,1,0,1799.0,3,https://cavaathleisure.com/products/blue-lace-off-shoulder-top
2026-09-06,Cava Athleisure,Berry Lace Off-Shoulder Top,XS,WTP16517RDXS,1799.0,1,0,1799.0,12,https://cavaathleisure.com/products/berry-lace-off-shoulder-top
2026-09-06,Cava Athleisure,Berry Lace Off-Shoulder Top,S,WTP16517RDS,1799.0,1,0,1799.0,46,https://cavaathleisure.com/products/berry-lace-off-shoulder-top
2026-09-06,Cava Athleisure,Berry Lace Off-Shoulder Top,M,WTP16517RDM,1799.0,1,0,1799.0,50,https://cavaathleisure.com/products/berry-lace-off-shoulder-top
2026-09-06,Cava Athleisure,Berry Lace Off-Shoulder Top,L,WTP16517RDL,1799.0,1,0,1799.0,32,https://cavaathleisure.com/products/berry-lace-off-shoulder-top
2026-09-06,Cava Athleisure,Black Polka Lace Off-Shoulder Top,XS,WTP16517BKXS,1899.0,1,0,1899.0,0,https://cavaathleisure.com/products/black-polka-lace-off-shoulder-top
2026-09-06,Cava Athleisure,Black Polka Lace Off-Shoulder Top,S,WTP16517BKS,1899.0,4,0,7596.0,26,https://cavaathleisure.com/products/black-polka-lace-off-shoulder-top
2026-09-06,Cava Athleisure,Black Polka Lace Off-Shoulder Top,M,WTP16517BKM,1899.0,2,0,3798.0,9,https://cavaathleisure.com/products/black-polka-lace-off-shoulder-top
2026-09-06,Cava Athleisure,Black Polka Lace Off-Shoulder Top,XL,WTP16517BKXL,1899.0,3,0,5697.0,3,https://cavaathleisure.com/products/black-polka-lace-off-shoulder-top
2026-09-06,Cava Athleisure,Black Polka Lace Off-Shoulder Top,XXL,WTP16517BKXXL,1899.0,1,0,1899.0,5,https://cavaathleisure.com/products/black-polka-lace-off-shoulder-top
2026-09-06,Cava Athleisure,Blush Ruched Snug Leggings,S,WLG9917PNS,1999.0,2,0,3998.0,187,https://cavaathleisure.com/products/blush-ruched-snug-leggings
2026-09-06,Cava Athleisure,Blush Ruched Snug Leggings,M,WLG9917PNM,1999.0,1,0,1999.0,241,https://cavaathleisure.com/products/blush-ruched-snug-leggings
2026-09-06,Cava Athleisure,Blush Ruched Snug Leggings,XL,WLG9917PNXL,1999.0,2,0,3998.0,85,https://cavaathleisure.com/products/blush-ruched-snug-leggings
2026-09-06,Cava Athleisure,Berry Ruched Snug Leggings,XS,WLG9917RDXS,1999.0,1,0,1999.0,26,https://cavaathleisure.com/products/berry-ruched-snug-leggings
2026-09-06,Cava Athleisure,Berry Ruched Snug Leggings,M,WLG9917RDM,1999.0,1,0,1999.0,344,https://cavaathleisure.com/products/berry-ruched-snug-leggings
2026-09-06,Cava Athleisure,Berry Ruched Snug Leggings,L,WLG9917RDL,1999.0,0,2,0.0,210,https://cavaathleisure.com/products/berry-ruched-snug-leggings
2026-09-06,Cava Athleisure,Blush Ruched Flared Leggings,XS,WFP98P17PNXS,2299.0,1,0,2299.0,86,https://cavaathleisure.com/products/blush-ruched-flared-leggings
2026-09-06,Cava Athleisure,Blush Ruched Flared Leggings,S,WFP98P17PNS,2299.0,2,0,4598.0,185,https://cavaathleisure.com/products/blush-ruched-flared-leggings
2026-09-06,Cava Athleisure,Blush Ruched Flared Leggings,S,WFP98T17PNS,2299.0,1,0,2299.0,224,https://cavaathleisure.com/products/blush-ruched-flared-leggings
2026-09-06,Cava Athleisure,Blush Ruched Flared Leggings,M,WFP98P17PNM,2299.0,1,0,2299.0,192,https://cavaathleisure.com/products/blush-ruched-flared-leggings
2026-09-06,Cava Athleisure,Blush Ruched Flared Leggings,M,WFP98T17PNM,2299.0,1,0,2299.0,298,https://cavaathleisure.com/products/blush-ruched-flared-leggings
2026-09-06,Cava Athleisure,Blush Ruched Flared Leggings,M,WFP98EXT17PNM,2299.0,1,0,2299.0,146,https://cavaathleisure.com/products/blush-ruched-flared-leggings
2026-09-06,Cava Athleisure,Blush Ruched Flared Leggings,L,WFP98EXT17PNL,2299.0,1,0,2299.0,141,https://cavaathleisure.com/products/blush-ruched-flared-leggings
2026-09-06,Cava Athleisure,Blush Ruched Flared Leggings,XL,WFP98P17PNXL,2299.0,1,0,2299.0,96,https://cavaathleisure.com/products/blush-ruched-flared-leggings
